timestamp,can_id,dlc,payload_hex,label,attack_type,attack_id,Wheel_FL,Wheel_FR,Wheel_RL,Wheel_RR,Door_FL,Door_FR,Door_RL,Door_RR,TrunkStatus,MirrorStatus,Checksum_416,LowBeam,HighBeam,Reverse,LightOff,Brake,RightBlinker,LeftBlinker,Fog,Interior,Special1,Special2,VehicleSpeed,MovingForward,MovingReverse,BrakePressed,Brake_active,Damping_rate_full_throttle,Damping_rate_zero_throttle_clutch_engaged,Damping_rate_zero_throttle_clutch_disengaged,HandbrakeActive,Checksum,SteeringPosition,FrontWheel,BackWheel,SteeringWheelFL,SteeringWheelFR,SteeringWheelBL,SteeringWheelBR,ManualGear,AutoGear,GearSwitchTime,Ratio,DownRatio,UpRatio,GearState,GearTar
1762412674.8733509,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
1762412674.965057,0xc4,8,0c07070707000028,benign,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,0.12,7.0,7.0,7.0,7.0,0.0,0.0,,,,,,,,
1762412674.9676435,0xba,8,003264324102000b,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.5,1.0,0.5,0.65,2.0,
1762412674.9993176,0xce,8,dd01dd01dd01dd01,benign,,,29.8125,29.8125,29.8125,29.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412675.0011084,0x24b,8,0008000000000000,benign,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412675.025813,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1762412675.029611,0x1a0,8,1e0000f020300260,benign,,,,,,,,,,,,,96.0,,,,,,,,,,,,30.0,0.0,0.0,0.0,0.0,0.15,2.0,0.35000000000000003,,,,,,,,,,,,,,,,,
1762412675.032376,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
1762412675.1271374,0xc4,8,0201010101000006,benign,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,0.02,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,
1762412675.129635,0xba,8,003264324102000b,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.5,1.0,0.5,0.65,2.0,
1762412675.1727965,0xce,8,e601e601e601e601,benign,,,30.375,30.375,30.375,30.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412675.1753285,0x24b,8,0008000000000000,benign,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412675.1983695,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1762412675.204294,0x1a0,8,1e001ef12030027f,benign,,,,,,,,,,,,,127.0,,,,,,,,,,,,30.0,0.0,0.0,0.3,1.0,0.15,2.0,0.35000000000000003,,,,,,,,,,,,,,,,,
1762412675.209772,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
1762412675.3056407,0xc4,8,f8fbfbfbfb0000e4,benign,,,,,,,,,,,,,228.0,,,,,,,,,,,,,,,,,,,,,,-0.08,-5.0,-5.0,-5.0,-5.0,0.0,0.0,,,,,,,,
1762412675.3084033,0xba,8,003264324102000b,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.5,1.0,0.5,0.65,2.0,
1762412675.3434272,0xce,8,ca01ca01ca01ca01,benign,,,28.625,28.625,28.625,28.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412675.3503273,0x24b,8,0008000000000000,benign,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412675.3656662,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1762412675.3694289,0x1a0,8,1d1000f02030026f,benign,,,,,,,,,,,,,111.0,,,,,,,,,,,,29.0,1.0,0.0,0.0,0.0,0.15,2.0,0.35000000000000003,,,,,,,,,,,,,,,,,
1762412675.37486,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
1762412675.4691875,0xc4,8,0201010101000006,benign,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,0.02,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,
1762412675.4726462,0xba,8,003264324102000b,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.5,1.0,0.5,0.65,2.0,
1762412675.507871,0xce,8,bf01bf01bf01bf01,benign,,,27.9375,27.9375,27.9375,27.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412675.514732,0x24b,8,0008000000000000,benign,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412675.531177,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1762412675.5366073,0x1a0,8,1c1000f02030026e,benign,,,,,,,,,,,,,110.0,,,,,,,,,,,,28.0,1.0,0.0,0.0,0.0,0.15,2.0,0.35000000000000003,,,,,,,,,,,,,,,,,
1762412675.5389426,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
1762412675.6373043,0xc4,8,f8fbfbfbfb0000e4,benign,,,,,,,,,,,,,228.0,,,,,,,,,,,,,,,,,,,,,,-0.08,-5.0,-5.0,-5.0,-5.0,0.0,0.0,,,,,,,,
1762412675.640496,0xba,8,003264324102000b,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.5,1.0,0.5,0.65,2.0,
1762412675.6795442,0xce,8,d401d401d401d401,benign,,,29.25,29.25,29.25,29.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412675.6883404,0x24b,8,0008000000000000,benign,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412675.704528,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1762412675.7096093,0x1a0,8,1d1000f02030026f,benign,,,,,,,,,,,,,111.0,,,,,,,,,,,,29.0,1.0,0.0,0.0,0.0,0.15,2.0,0.35000000000000003,,,,,,,,,,,,,,,,,
1762412675.713581,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
1762412675.8283403,0xc4,8,0201010101000006,benign,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,0.02,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,
1762412675.835833,0xba,8,003264324102000b,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.5,1.0,0.5,0.65,2.0,
1762412701.2773645,0xce,8,0b020b020b020b02,benign,,,32.6875,32.6875,32.6875,32.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412701.2797458,0x24b,8,0008000000000000,benign,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412701.2901,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1762412701.293614,0x1a0,8,21001ef120300282,benign,,,,,,,,,,,,,130.0,,,,,,,,,,,,33.0,0.0,0.0,0.3,1.0,0.15,2.0,0.35000000000000003,,,,,,,,,,,,,,,,,
1762412701.297097,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
1762412701.400724,0xc4,8,0c07070707000028,benign,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,0.12,7.0,7.0,7.0,7.0,0.0,0.0,,,,,,,,
1762412701.4062908,0xba,8,003264324102000b,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.5,1.0,0.5,0.65,2.0,
1762412676.118148,0xce,8,fa01fa01fa01fa01,benign,,,31.625,31.625,31.625,31.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412676.120076,0x24b,8,0008000000000000,benign,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412676.147654,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1762412676.1519475,0x1a0,8,20001ef120300281,benign,,,,,,,,,,,,,129.0,,,,,,,,,,,,32.0,0.0,0.0,0.3,1.0,0.15,2.0,0.35000000000000003,,,,,,,,,,,,,,,,,
1762412676.1561468,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
1762412676.3109798,0xc4,8,0503030303000011,benign,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,0.05,3.0,3.0,3.0,3.0,0.0,0.0,,,,,,,,
1762412676.320848,0xba,8,003264324102000b,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.5,1.0,0.5,0.65,2.0,
1762412676.419526,0xce,8,b401b401b401b401,benign,,,27.25,27.25,27.25,27.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412676.431678,0x24b,8,0008000000000000,benign,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412676.4405284,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1762412676.4456089,0x1a0,8,1b1000f02030026d,benign,,,,,,,,,,,,,109.0,,,,,,,,,,,,27.0,1.0,0.0,0.0,0.0,0.15,2.0,0.35000000000000003,,,,,,,,,,,,,,,,,
1762412676.4483438,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
1762412676.5708797,0xc4,8,fbfdfdfdfd0000ef,benign,,,,,,,,,,,,,239.0,,,,,,,,,,,,,,,,,,,,,,-0.05,-3.0,-3.0,-3.0,-3.0,0.0,0.0,,,,,,,,
1762412676.5764234,0xba,8,003264324102000b,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.5,1.0,0.5,0.65,2.0,
1762412676.6360571,0xce,8,b701b701b701b701,benign,,,27.4375,27.4375,27.4375,27.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412676.6435974,0x24b,8,0008000000000000,benign,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412676.662087,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1762412676.6674442,0x1a0,8,1b1000f02030026d,benign,,,,,,,,,,,,,109.0,,,,,,,,,,,,27.0,1.0,0.0,0.0,0.0,0.15,2.0,0.35000000000000003,,,,,,,,,,,,,,,,,
1762412676.6709354,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
1762412676.774629,0xc4,8,fbfdfdfdfd0000ef,benign,,,,,,,,,,,,,239.0,,,,,,,,,,,,,,,,,,,,,,-0.05,-3.0,-3.0,-3.0,-3.0,0.0,0.0,,,,,,,,
1762412676.7767684,0xba,8,003264324102000b,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.5,1.0,0.5,0.65,2.0,
1762412676.8173175,0xce,8,d401d401d401d401,benign,,,29.25,29.25,29.25,29.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412676.8289175,0x24b,8,0008000000000000,benign,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412676.840942,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1762412676.8487136,0x1a0,8,1d1000f02030026f,benign,,,,,,,,,,,,,111.0,,,,,,,,,,,,29.0,1.0,0.0,0.0,0.0,0.15,2.0,0.35000000000000003,,,,,,,,,,,,,,,,,
1762412676.8517363,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
1762412676.9532416,0xc4,8,0503030303000011,benign,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,0.05,3.0,3.0,3.0,3.0,0.0,0.0,,,,,,,,
1762412676.956241,0xba,8,003264324102000b,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.5,1.0,0.5,0.65,2.0,
1762412676.9886644,0xce,8,f601f601f601f601,benign,,,31.375,31.375,31.375,31.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412676.9908998,0x24b,8,0008000000000000,benign,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412677.0135145,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1762412677.0170815,0x1a0,8,1f001ef120300280,benign,,,,,,,,,,,,,128.0,,,,,,,,,,,,31.0,0.0,0.0,0.3,1.0,0.15,2.0,0.35000000000000003,,,,,,,,,,,,,,,,,
1762412677.0197372,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
1762412677.119613,0xc4,8,fbfdfdfdfd0000ef,benign,,,,,,,,,,,,,239.0,,,,,,,,,,,,,,,,,,,,,,-0.05,-3.0,-3.0,-3.0,-3.0,0.0,0.0,,,,,,,,
1762412677.1228428,0xba,8,003264324102000b,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.5,1.0,0.5,0.65,2.0,
1762412677.1672127,0xce,8,ef01ef01ef01ef01,benign,,,30.9375,30.9375,30.9375,30.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412677.1760547,0x24b,8,0008000000000000,benign,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412677.188722,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1762412677.1919746,0x1a0,8,1f001ef120300280,benign,,,,,,,,,,,,,128.0,,,,,,,,,,,,31.0,0.0,0.0,0.3,1.0,0.15,2.0,0.35000000000000003,,,,,,,,,,,,,,,,,
1762412677.19795,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
1762412677.2969575,0xc4,8,f1f7f8f7f80000cf,benign,,,,,,,,,,,,,207.0,,,,,,,,,,,,,,,,,,,,,,-0.15,-9.0,-8.0,-9.0,-8.0,0.0,0.0,,,,,,,,
1762412677.301628,0xba,8,003264324102000b,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.5,1.0,0.5,0.65,2.0,
1762412677.3686352,0xce,8,c201c201c201c201,benign,,,28.125,28.125,28.125,28.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412677.3895853,0x24b,8,0008000000000000,benign,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412677.4146228,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1762412677.4278967,0x1a0,8,1c1000f02030026e,benign,,,,,,,,,,,,,110.0,,,,,,,,,,,,28.0,1.0,0.0,0.0,0.0,0.15,2.0,0.35000000000000003,,,,,,,,,,,,,,,,,
1762412677.433392,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
1762412677.581154,0xc4,8,fbfdfdfdfd0000ef,benign,,,,,,,,,,,,,239.0,,,,,,,,,,,,,,,,,,,,,,-0.05,-3.0,-3.0,-3.0,-3.0,0.0,0.0,,,,,,,,
1762412677.5878215,0xba,8,003264324102000b,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.5,1.0,0.5,0.65,2.0,
1762412677.649832,0xce,8,cb01cb01cb01cb01,benign,,,28.6875,28.6875,28.6875,28.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412677.6532755,0x24b,8,0008000000000000,benign,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412677.6793303,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1762412677.687941,0x1a0,8,1d1000f02030026f,benign,,,,,,,,,,,,,111.0,,,,,,,,,,,,29.0,1.0,0.0,0.0,0.0,0.15,2.0,0.35000000000000003,,,,,,,,,,,,,,,,,
1762412677.691123,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
1762412677.8583422,0xc4,8,f1f7f8f7f80000cf,benign,,,,,,,,,,,,,207.0,,,,,,,,,,,,,,,,,,,,,,-0.15,-9.0,-8.0,-9.0,-8.0,0.0,0.0,,,,,,,,
1762412677.860827,0xba,8,003264324102000b,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.5,1.0,0.5,0.65,2.0,
1762412677.9180322,0xce,8,fb01fb01fb01fb01,benign,,,31.6875,31.6875,31.6875,31.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412677.9232025,0x24b,8,0008000000000000,benign,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412677.9604816,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1762412677.9677582,0x1a0,8,20001ef120300281,benign,,,,,,,,,,,,,129.0,,,,,,,,,,,,32.0,0.0,0.0,0.3,1.0,0.15,2.0,0.35000000000000003,,,,,,,,,,,,,,,,,
1762412677.9755282,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
1762412678.0849807,0xc4,8,e7f1f3f1f30000af,benign,,,,,,,,,,,,,175.0,,,,,,,,,,,,,,,,,,,,,,-0.25,-15.0,-13.0,-15.0,-13.0,0.0,0.0,,,,,,,,
1762412678.091417,0xba,8,003264324102000b,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.5,1.0,0.5,0.65,2.0,
1762412678.2036674,0xce,8,cf01cf01cf01cf01,benign,,,28.9375,28.9375,28.9375,28.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412678.2213762,0x24b,8,0008000000000000,benign,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412678.2341118,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1762412678.2402363,0x1a0,8,1d001ef12030027e,benign,,,,,,,,,,,,,126.0,,,,,,,,,,,,29.0,0.0,0.0,0.3,1.0,0.15,2.0,0.35000000000000003,,,,,,,,,,,,,,,,,
1762412678.2425644,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
1762412678.350531,0xc4,8,deebeeebee000090,benign,,,,,,,,,,,,,144.0,,,,,,,,,,,,,,,,,,,,,,-0.34,-21.0,-18.0,-21.0,-18.0,0.0,0.0,,,,,,,,
1762412678.3526018,0xba,8,003264324102000b,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.5,1.0,0.5,0.65,2.0,
1762412678.3943143,0xce,8,9301930193019301,benign,,,25.1875,25.1875,25.1875,25.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412678.3979928,0x24b,8,0008000000000000,benign,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412678.41215,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1762412678.4160364,0x1a0,8,191000f02030026b,benign,,,,,,,,,,,,,107.0,,,,,,,,,,,,25.0,1.0,0.0,0.0,0.0,0.15,2.0,0.35000000000000003,,,,,,,,,,,,,,,,,
1762412678.4182563,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
1762412678.5390792,0xc4,8,d4e5eae5ea000072,benign,,,,,,,,,,,,,114.0,,,,,,,,,,,,,,,,,,,,,,-0.44,-27.0,-22.0,-27.0,-22.0,0.0,0.0,,,,,,,,
1762412678.5417595,0xba,8,003264324102000b,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.5,1.0,0.5,0.65,2.0,
1762412678.5762265,0xce,8,8601860186018601,benign,,,24.375,24.375,24.375,24.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412678.581613,0x24b,8,0008000000000000,benign,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412678.6064322,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1762412678.61227,0x1a0,8,181000f02030026a,benign,,,,,,,,,,,,,106.0,,,,,,,,,,,,24.0,1.0,0.0,0.0,0.0,0.15,2.0,0.35000000000000003,,,,,,,,,,,,,,,,,
1762412678.6140792,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
1762412678.7284665,0xc4,8,deebeeebee000090,benign,,,,,,,,,,,,,144.0,,,,,,,,,,,,,,,,,,,,,,-0.34,-21.0,-18.0,-21.0,-18.0,0.0,0.0,,,,,,,,
1762412678.7310994,0xba,8,003264324102000b,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.5,1.0,0.5,0.65,2.0,
1762412678.774216,0xce,8,a401a401a401a401,benign,,,26.25,26.25,26.25,26.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412678.7850215,0x24b,8,0008000000000000,benign,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412678.8058078,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1762412678.8138442,0x1a0,8,1a1000f02030026c,benign,,,,,,,,,,,,,108.0,,,,,,,,,,,,26.0,1.0,0.0,0.0,0.0,0.15,2.0,0.35000000000000003,,,,,,,,,,,,,,,,,
1762412678.8153503,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
1762412678.9370775,0xc4,8,e8f1f3f1f30000b0,benign,,,,,,,,,,,,,176.0,,,,,,,,,,,,,,,,,,,,,,-0.24,-15.0,-13.0,-15.0,-13.0,0.0,0.0,,,,,,,,
1762412678.9394064,0xba,8,003264324102000b,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.5,1.0,0.5,0.65,2.0,
1762412678.9437227,0x0,2,0000,attack,dos,A1762412678_8726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762412678.982022,0xce,8,ce01ce01ce01ce01,benign,,,28.875,28.875,28.875,28.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
